sentiment,mean_loss,mean_gain,loss_gain_ratio
Extreme Fear,12.960682394556986,70.08964230018823,0.1849158016679189
Fear,4.333645727787172,70.88124492627199,0.06113952615102722
Neutral,5.3758064218073685,60.29551831429913,0.08915764508043862
Greed,6.713454130287576,65.96382683761826,0.10177478251548296
Extreme Greed,2.7375500188404547,76.61670122635384,0.035730460526520555
